place_id,place_name,place_type,place_type_raw,significance,zone,city,state,latitude,longitude,rating,num_reviews,entry_fee_inr,entry_free,best_time,time_needed_hrs,weekly_off,dslr_allowed,airport_nearby,est_year,age_years,crowd_mean,crowd_max,crowd_min,crowd_median,crowd_std,d1_record_count,weekend_crowd,weekday_crowd,festival_crowd,regular_crowd,weekend_lift,pt_source,busyness_avg,busyness_max,morning_avg,afternoon_avg,evening_avg,night_avg,peak_hour,peak_day,peak_is_weekend,weekday_avg,weekend_avg,weekend_premium,mon_avg,tue_avg,wed_avg,thu_avg,fri_avg,sat_avg,sun_avg,typical_open_hour,typical_close_hour,crowd_level_final,crowd_label_final,same_type_in_city,total_places_in_city,popularity_score,is_low_crowd_alt,rating_norm,busyness_avg_norm,morning_avg_norm,afternoon_avg_norm,evening_avg_norm,weekday_avg_norm,weekend_avg_norm,entry_fee_inr_norm,time_needed_hrs_norm,is_museum,is_religious,is_heritage,is_park,is_beach,is_nature,is_wildlife,is_hill_station,is_market,is_cave,is_amusement_park,is_viewpoint,is_tourist_spot,best_morning,best_afternoon,best_evening,best_all_year,best_monsoon,best_winter,best_summer,zone_encoded
IND_010,Garden Of Five Senses,Park,Park,Botanical,Northern,Delhi,Delhi,28.6139,77.209,4.1,0.23,35,0,Morning,2.0,nan,1,1,2003.0,22.0,,,,,,,,,,,,synthetic,29.7,67.0,37.69,21.24,23.0,0.0,11,saturday,1,14.68,28.29,13.62,14.67,14.79,14.96,14.54,14.42,28.71,27.88,6,20,Low,0,4,16,55.85,1,0.7714,0.1179,0.5264,0.1626,0.2945,0.1959,0.4191,0.0047,0.2308,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IND_011,Lodhi Garden,Park,Park,Botanical,Northern,Delhi,Delhi,28.6139,77.209,4.5,0.48,0,1,All,1.0,nan,1,1,1500.0,525.0,,,,,,,,,,,,synthetic,30.94,64.0,39.98,21.48,23.86,0.0,10,saturday,1,15.54,28.83,13.29,15.38,15.92,15.42,15.46,15.54,28.58,29.08,6,20,Low,0,4,16,60.47,0,0.8857,0.1446,0.5636,0.1659,0.3055,0.2233,0.4323,0.0,0.0769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_012,National Gallery Of Modern Art,Museum,Museum,Artistic,Northern,Delhi,Delhi,28.6139,77.209,4.5,0.08,20,0,All,3.0,Monday,1,1,1954.0,71.0,,,,,,,,,,,,synthetic,53.67,85.0,8.62,52.71,0.0,0.0,14,saturday,1,12.63,22.08,9.45,0.0,15.42,16.42,16.08,15.25,21.96,22.21,10,17,Low,0,2,16,71.84,0,0.8857,0.6352,0.0548,0.5992,0.0,0.1305,0.2681,0.0027,0.3846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_013,National Zoological Park,Wildlife,Zoo,Environmental,Northern,Delhi,Delhi,28.6139,77.209,4.1,0.41,80,0,All,3.0,Friday,1,1,1959.0,66.0,,,,,,,,,,,,synthetic,42.33,76.0,41.17,25.36,0.0,0.0,11,sunday,1,12.08,28.0,15.92,15.29,15.21,14.96,14.96,0.0,27.58,28.42,6,16,Low,0,1,16,62.16,0,0.7714,0.3905,0.5829,0.2198,0.0,0.1129,0.4121,0.0107,0.3846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_014,Qutub Minar,Heritage,Monument,Historical,Northern,Delhi,Delhi,28.6139,77.209,4.5,1.37,35,0,Afternoon,1.0,nan,1,1,1192.0,833.0,15638.3,29703.0,4906.0,13557.0,7053.394770581778,109.0,17423.0,14960.518987341773,22025.037037037036,9783.347826086956,2462.5,synthetic,48.76,78.0,18.45,54.69,0.0,0.0,12,sunday,1,16.09,23.77,7.68,16.12,16.0,15.29,16.96,16.08,23.71,23.83,9,17,Medium,1,6,16,69.38,1,0.8857,0.5292,0.2143,0.6267,0.0,0.2408,0.3092,0.0047,0.0769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IND_015,National Science Centre,Museum,Science,Scientific,Northern,Delhi,Delhi,28.6139,77.209,4.4,0.23,70,0,All,5.0,nan,1,1,1992.0,33.0,,,,,,,,,,,,synthetic,53.94,82.0,8.93,52.71,0.0,0.0,12,sunday,1,12.7,22.19,9.49,0.0,15.96,15.38,16.17,16.0,22.04,22.33,10,17,Low,0,2,16,70.97,0,0.8571,0.6411,0.0599,0.5992,0.0,0.1327,0.2707,0.0093,0.6923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IND_016,Marine Drive,Tourist Spot,Promenade,Scenic,Western,Mumbai,Maharastra,19.076,72.8777,4.5,1.5,0,1,Evening,2.0,nan,1,1,,,,,,,,,,,,,,synthetic,41.92,69.0,15.6,47.29,0.0,0.0,15,saturday,1,13.59,21.04,7.45,13.83,13.75,13.5,13.29,13.58,21.71,20.38,9,17,Medium,1,1,10,65.96,0,0.8857,0.3816,0.1681,0.524,0.0,0.1611,0.2428,0.0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
IND_017,Gateway Of India,Heritage,Monument,Historical,Western,Mumbai,Maharastra,19.076,72.8777,4.6,3.6,0,1,All,1.0,nan,1,1,1924.0,101.0,21172.7,36636.0,10355.0,19923.0,7011.005240756687,80.0,21743.178571428572,20865.53846153846,27164.882352941175,15111.5,877.6,synthetic,50.13,80.0,18.83,56.36,0.0,0.0,13,sunday,1,16.82,23.73,6.9,16.12,17.79,16.75,16.71,16.75,23.5,23.96,9,17,Medium,1,2,10,71.06,0,0.9143,0.5588,0.2205,0.6498,0.0,0.2641,0.3082,0.0,0.0769,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_018,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,Museum,Museum,Historical,Western,Mumbai,Maharastra,19.076,72.8777,4.6,0.34,500,0,All,1.0,nan,1,1,1922.0,103.0,,,,,,,,,,,,synthetic,53.62,82.0,8.76,52.52,0.0,0.0,14,saturday,1,12.69,21.9,9.2,0.0,15.83,15.92,16.0,15.71,22.12,21.67,10,17,Medium,1,1,10,72.81,0,0.9143,0.6341,0.0571,0.5966,0.0,0.1324,0.2637,0.0667,0.0769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_019,Sanjay Gandhi National Park,Wildlife,National Park,Wildlife,Western,Mumbai,Maharastra,19.076,72.8777,4.3,0.6,50,0,All,3.0,Monday,1,1,1996.0,29.0,,,,,,,,,,,,synthetic,43.06,79.0,41.98,25.69,0.0,0.0,11,sunday,1,12.25,28.58,16.33,0.0,15.21,14.67,15.46,15.92,29.08,28.08,6,16,High,2,1,10,64.53,0,0.8286,0.4062,0.596,0.2243,0.0,0.1183,0.4262,0.0067,0.3846,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_020,Siddhivinayak Temple,Religious,Temple,Religious,Western,Mumbai,Maharastra,19.076,72.8777,4.8,1.05,0,1,All,2.0,nan,0,1,1881.0,144.0,,,,,,,,,,,,real,69.19,100.0,45.71,79.19,20.21,0.0,15,saturday,1,31.52,42.27,10.75,28.71,36.62,31.0,29.46,31.83,42.62,41.92,7,18,High,2,3,10,82.6,0,0.9714,0.9702,0.6566,0.9666,0.2587,0.733,0.7592,0.0,0.2308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_021,Mahalaxmi Temple,Religious,Temple,Religious,Western,Mumbai,Maharastra,19.076,72.8777,4.7,0.33,0,1,All,1.0,nan,0,1,1831.0,194.0,,,,,,,,,,,,real,53.3,100.0,35.14,65.95,61.57,0.0,14,sunday,1,31.24,46.27,15.03,29.0,27.54,26.83,32.33,40.5,42.58,49.96,6,21,Medium,1,3,10,73.65,0,0.9429,0.6272,0.4851,0.7829,0.7882,0.7241,0.8565,0.0,0.0769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_022,Haji Ali Dargah,Religious,Religious Shrine,Religious,Western,Mumbai,Maharastra,19.076,72.8777,4.4,0.16,0,1,All,2.0,nan,0,1,1431.0,594.0,,,,,,,,,,,,synthetic,53.21,89.0,64.0,39.62,43.79,0.0,11,saturday,1,32.82,42.1,9.29,33.12,32.29,33.88,31.92,32.88,42.54,41.67,5,20,Low,0,3,10,70.6,0,0.8571,0.6253,0.9533,0.4176,0.5606,0.7745,0.755,0.0,0.2308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_023,Chowpatty Beach,Beach,Beach,Recreational,Western,Mumbai,Maharastra,19.076,72.8777,4.3,0.05,0,1,Evening,2.0,nan,1,1,,,,,,,,,,,,,,synthetic,37.12,78.0,32.88,40.24,20.25,0.0,13,sunday,1,15.97,35.85,19.88,16.12,15.25,17.04,15.38,16.08,36.67,35.04,6,19,Low,0,1,10,61.56,0,0.8286,0.278,0.4484,0.4262,0.2592,0.237,0.603,0.0,0.2308,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
IND_024,Essel World,Park,Amusement Park,Recreational,Western,Mumbai,Maharastra,19.076,72.8777,4.3,0.27,1149,0,All,5.0,nan,1,1,1986.0,39.0,,,,,,,,,,,,synthetic,29.93,66.0,37.6,21.07,24.25,0.0,11,sunday,1,14.66,28.83,14.17,14.17,15.21,14.58,14.79,14.54,29.21,28.46,6,20,Medium,1,1,10,57.96,1,0.8286,0.1228,0.525,0.1602,0.3105,0.1952,0.4323,0.1532,0.6923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_025,Elephanta Caves,Heritage,Monument,Historical,Western,Mumbai,Maharastra,19.076,72.8777,4.3,0.35,550,0,All,4.0,nan,1,1,1987.0,38.0,,,,,,,,,,,,synthetic,49.29,76.0,18.05,55.88,0.0,0.0,16,sunday,1,16.56,23.29,6.73,16.67,16.67,16.42,16.79,16.25,23.0,23.58,9,17,Medium,1,2,10,67.64,0,0.8286,0.5407,0.2078,0.6432,0.0,0.2558,0.2975,0.0733,0.5385,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_026,Imagicaa,Park,Amusement Park,Recreational,Western,Lonavala,Maharastra,18.7481,73.4072,1.4,0.95,1149,0,All,5.0,Monday,1,0,2013.0,12.0,,,,,,,,,,,,synthetic,24.24,56.0,26.55,14.38,16.54,0.0,11,saturday,1,9.65,21.33,11.68,0.0,11.79,12.21,12.67,11.58,22.25,20.42,6,20,Low,0,1,2,26.12,1,0.0,0.0,0.3457,0.0674,0.2118,0.0354,0.2498,0.1532,0.6923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
IND_027,Bangalore Palace,Heritage,Palace,Historical,Southern,Bangalore,Karnataka,,,4.2,0.9,500,0,Morning,2.0,Monday,1,1,1878.0,147.0,,,,,,,,,,,,synthetic,49.67,76.0,15.29,48.57,0.0,0.0,13,saturday,1,13.28,22.69,9.41,0.0,16.67,16.46,16.79,16.46,23.21,22.17,9,17,High,2,1,5,66.84,0,0.8,0.5489,0.163,0.5418,0.0,0.1512,0.2829,0.0667,0.2308,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_028,Lalbagh Botanical Garden,Park,Botanical Garden,Nature,Southern,Bangalore,Karnataka,,,4.4,1.5,20,0,Evening,1.5,nan,1,1,1760.0,265.0,,,,,,,,,,,,synthetic,30.63,65.0,38.83,21.83,23.86,0.0,11,saturday,1,15.34,28.65,13.3,15.42,16.25,14.71,15.5,14.83,28.83,28.46,6,20,High,2,2,5,59.32,0,0.8571,0.1379,0.5449,0.1708,0.3055,0.2169,0.4279,0.0027,0.1538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_029,Cubbon Park,Park,Park,Nature,Southern,Bangalore,Karnataka,,,4.4,1.32,0,1,Morning,1.0,nan,1,1,1870.0,155.0,,,,,,,,,,,,synthetic,31.06,64.0,39.57,21.69,24.57,0.0,8,saturday,1,15.57,29.02,13.45,16.12,15.42,16.17,14.0,16.12,29.0,29.04,6,20,Low,0,2,5,59.53,0,0.8571,0.1472,0.5569,0.1688,0.3146,0.2242,0.4369,0.0,0.0769,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_030,Vidhana Soudha,Tourist Spot,Government Building,Architectural,Southern,Bangalore,Karnataka,,,4.6,0.8,0,1,Morning,0.5,nan,0,1,1956.0,69.0,,,,,,,,,,,,synthetic,44.13,74.0,15.83,50.36,0.0,0.0,13,saturday,1,14.22,22.38,8.16,15.29,13.96,14.17,13.92,13.75,22.29,22.46,9,17,Low,0,1,5,68.06,0,0.9143,0.4293,0.1718,0.5666,0.0,0.1812,0.2754,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
IND_031,Iskcon Temple Bangalore,Religious,Temple,Religious,Southern,Bangalore,Karnataka,,,4.6,1.14,0,1,Evening,1.0,nan,1,1,1997.0,28.0,,,,,,,,,,,,real,46.82,100.0,23.29,37.57,47.5,0.0,18,sunday,1,16.45,39.83,23.38,15.79,15.04,15.25,17.25,18.92,37.75,41.92,7,20,High,2,1,5,69.41,0,0.9143,0.4874,0.2928,0.3892,0.6081,0.2523,0.6998,0.0,0.0769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_032,Charminar,Heritage,Landmark,Historical,Southern,Hyderabad,Telangana,17.385,78.4867,4.5,2.1,25,0,Morning,1.0,Friday,1,1,1591.0,434.0,,,,,,,,,,,,synthetic,49.98,79.0,15.86,48.4,0.0,0.0,16,sunday,1,13.3,22.98,9.68,16.58,16.92,15.96,17.04,0.0,22.29,23.67,9,17,High,2,4,11,69.99,0,0.8857,0.5556,0.1723,0.5394,0.0,0.1518,0.29,0.0033,0.0769,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_033,Golconda Fort,Heritage,Fort,Historical,Southern,Hyderabad,Telangana,17.385,78.4867,4.4,1.2,30,0,Morning,2.0,nan,1,1,1600.0,425.0,,,,,,,,,,,,synthetic,49.4,77.0,18.38,55.71,0.0,0.0,13,saturday,1,16.67,23.17,6.5,17.0,17.04,15.96,16.79,16.54,23.62,22.71,9,17,High,2,4,11,68.7,0,0.8571,0.5431,0.2132,0.6408,0.0,0.2593,0.2946,0.004,0.2308,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_034,Hussain Sagar Lake,Nature,Lake,Scenic,Southern,Hyderabad,Telangana,17.385,78.4867,4.3,0.5,0,1,Evening,1.0,nan,1,1,1563.0,462.0,,,,,,,,,,,,synthetic,37.47,76.0,26.31,42.38,0.0,0.0,12,saturday,1,12.8,28.1,15.3,12.92,11.67,13.17,12.92,13.33,27.71,28.5,7,17,Medium,1,1,11,61.74,0,0.8286,0.2856,0.3418,0.4559,0.0,0.1359,0.4145,0.0,0.0769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_035,Ramoji Film City,Tourist Spot,Film Studio,Entertainment,Southern,Hyderabad,Telangana,17.385,78.4867,4.4,0.45,1150,0,All,4.0,nan,1,1,1996.0,29.0,,,,,,,,,,,,synthetic,41.89,72.0,15.1,47.74,0.0,0.0,12,saturday,1,13.19,22.0,8.81,12.92,13.54,12.67,12.46,14.38,21.88,22.12,9,17,High,2,2,11,64.95,0,0.8571,0.381,0.16,0.5302,0.0,0.1483,0.2661,0.1533,0.5385,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
IND_036,Salar Jung Museum,Museum,Museum,Historical,Southern,Hyderabad,Telangana,17.385,78.4867,4.4,0.67,20,0,All,2.0,nan,1,1,1951.0,74.0,,,,,,,,,,,,synthetic,53.69,90.0,9.1,52.26,0.0,0.0,15,sunday,1,12.66,22.04,9.38,0.0,16.5,15.33,15.46,16.0,21.83,22.25,10,17,High,2,1,11,70.84,0,0.8571,0.6357,0.0626,0.593,0.0,0.1314,0.2671,0.0027,0.2308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_037,Qutb Shahi Tombs,Heritage,Tombs,Historical,Southern,Hyderabad,Telangana,17.385,78.4867,4.4,0.2,25,0,Morning,1.0,nan,1,1,1600.0,425.0,,,,,,,,,,,,synthetic,49.11,76.0,18.69,54.98,0.0,0.0,13,sunday,1,16.33,23.65,7.32,16.92,16.17,16.71,15.54,16.29,23.5,23.79,9,17,Medium,1,4,11,68.56,0,0.8571,0.5368,0.2182,0.6307,0.0,0.2485,0.3063,0.0033,0.0769,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_038,Birla Mandir,Religious,Temple,Religious,Southern,Hyderabad,Telangana,17.385,78.4867,4.7,0.41,0,1,All,1.0,nan,0,1,1976.0,49.0,,,,,,,,,,,,synthetic,54.47,87.0,64.64,39.71,46.64,0.0,10,sunday,1,33.52,43.29,9.77,34.04,32.62,33.96,33.58,33.42,43.67,42.92,5,20,Medium,1,1,11,74.24,0,0.9429,0.6525,0.9637,0.4188,0.5971,0.7968,0.784,0.0,0.0769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IND_039,Chowmahalla Palace,Heritage,Palace,Historical,Southern,Hyderabad,Telangana,17.385,78.4867,4.4,0.45,80,0,Morning,1.5,nan,1,1,1800.0,225.0,,,,,,,,,,,,synthetic,49.6,79.0,18.62,55.79,0.0,0.0,14,sunday,1,16.78,23.15,6.36,16.83,17.58,16.5,16.5,16.5,23.33,22.96,9,17,Medium,1,4,11,68.8,0,0.8571,0.5474,0.2171,0.6419,0.0,0.2628,0.2941,0.0107,0.1538,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_040,Nehru Zoological Park,Wildlife,Zoo,Wildlife,Southern,Hyderabad,Telangana,17.385,78.4867,4.2,0.86,50,0,Morning,3.0,nan,1,1,1963.0,62.0,,,,,,,,,,,,synthetic,43.35,76.0,41.88,26.24,0.0,0.0,9,sunday,1,12.48,28.4,15.91,0.0,15.54,15.25,16.25,15.38,28.5,28.29,6,16,High,2,1,11,63.68,0,0.8,0.4125,0.5944,0.232,0.0,0.1257,0.4218,0.0067,0.3846,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
IND_041,Lumbini Park,Park,Park,Recreational,Southern,Hyderabad,Telangana,17.385,78.4867,4.1,0.73,20,0,Evening,1.0,nan,1,1,1994.0,31.0,,,,,,,,,,,,synthetic,30.39,65.0,38.62,21.38,23.96,0.0,11,saturday,1,15.03,28.92,13.89,15.38,14.79,14.21,15.75,15.0,28.83,29.0,6,20,Medium,1,1,11,56.2,0,0.7714,0.1327,0.5415,0.1645,0.3067,0.207,0.4344,0.0027,0.0769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
IND_042,Victoria Memorial,Museum,Museum,Historical,Eastern,Kolkata,West Bengal,22.5726,88.3639,4.6,0.73,30,0,Morning,1.5,Monday,1,1,1921.0,104.0,,,,,,,,,,,,synthetic,55.73,85.0,10.0,53.69,0.0,0.0,14,saturday,1,13.35,22.35,9.0,0.0,17.29,16.58,16.79,16.08,22.29,22.42,10,17,High,2,2,10,73.87,0,0.9143,0.6797,0.0772,0.6128,0.0,0.1534,0.2746,0.004,0.1538,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
IND_043,Howrah Bridge,Tourist Spot,Bridge,Architectural,Eastern,Kolkata,West Bengal,22.5726,88.3639,4.6,1.2,0,1,Anytime,0.5,nan,0,1,1943.0,82.0,,,,,,,,,,,,synthetic,43.46,75.0,15.79,49.4,0.0,0.0,14,saturday,1,13.99,22.06,8.07,13.67,13.96,14.5,13.79,14.04,22.33,21.79,9,17,Medium,1,3,10,67.73,0,0.9143,0.4148,0.1712,0.5533,0.0,0.1738,0.2676,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
IND_044,Indian Museum,Museum,Museum,Historical,Eastern,Kolkata,West Bengal,22.5726,88.3639,4.6,0.18,50,0,Morning,2.0,Monday,1,1,1814.0,211.0,,,,,,,,,,,,synthetic,54.23,80.0,9.36,52.62,0.0,0.0,13,saturday,1,13.0,21.73,8.73,0.0,16.38,16.67,15.83,16.12,21.25,22.21,10,17,Medium,1,2,10,73.12,0,0.9143,0.6473,0.0668,0.5979,0.0,0.1423,0.2595,0.0067,0.2308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
